,Compound,Date,Negative,Neutral,Positive,Tweets Ago,tweet,username
395,0.7169,Thu Sep 27 15:12:19 +0000 2018,0.794,0.0,0.206,96,"RT @CNNPolitics: Feinstein: ""How are you so sure that it was (Kavanaugh)?”

Ford: ""The same way that I'm sure that I'm talking to you right…",@cnnbrk
396,-0.1779,Thu Sep 27 15:08:39 +0000 2018,0.914,0.086,0.0,97,"Christine Blasey Ford, her voice shaking, describes the night in the 1980s when she alleges Brett Kavanaugh sexuall… https://t.co/nKT0fTePNg",@cnnbrk
397,0.0,Thu Sep 27 14:54:45 +0000 2018,1.0,0.0,0.0,98,RT @CNNPolitics: Christine Blasey Ford details how she met Brett Kavanaugh in her opening remarks: “But the details about that night that b…,@cnnbrk
398,-0.6395,Thu Sep 27 14:52:59 +0000 2018,0.808,0.192,0.0,99,RT @CNNPolitics: Christine Blasey Ford: “I am here today not because I want to be. I am terrified. I am here because I believe it is my civ…,@cnnbrk
399,0.0,Thu Sep 27 14:43:11 +0000 2018,1.0,0.0,0.0,100,"Christine Blasey Ford tells a Senate panel she is ""terrified"" to testify but feels it is her ""civic duty""… https://t.co/7RsWbhvDQH",@cnnbrk
400,0.0,Fri Oct 05 07:00:04 +0000 2018,1.0,0.0,0.0,1,"“Foreign mercenaries will never be allowed in this country,” Afghanistan's president said, indirectly referring to… https://t.co/oNx2tZ8vYv",@nytimes
401,0.2023,Fri Oct 05 06:45:06 +0000 2018,0.913,0.0,0.087,2,The mysterious company known as CEFC China was in the oil business. Now prosecutors say a top official explored ano… https://t.co/kxNwUPKied,@nytimes
402,-0.4939,Fri Oct 05 06:30:08 +0000 2018,0.849,0.151,0.0,3,"When rescuers arrived at the buildings destroyed by an earthquake and tsunami in Palu, Indonesia, they first heard… https://t.co/qjoswa41Qs",@nytimes
403,-0.7717,Fri Oct 05 06:15:07 +0000 2018,0.494,0.38,0.125,4,"In Malaysia, what began as a routine rescue went horribly awry with a shocking swiftness. Six firefighters drowned. https://t.co/RN74gtTC7Q",@nytimes
404,0.0,Fri Oct 05 06:00:09 +0000 2018,1.0,0.0,0.0,5,"Yer a museum exhibit, Harry https://t.co/nRrWVIv88V",@nytimes
405,-0.7845,Fri Oct 05 05:53:54 +0000 2018,0.743,0.257,0.0,6,"RT @MujMash: What explains Ghani gov's sudden anger at Blackwater's Erik Prince? 

We have been following a story on how officials fear Pri…",@nytimes
406,0.4767,Fri Oct 05 05:45:03 +0000 2018,0.86,0.0,0.14,7,"Thousands of immigrants from El Salvador, Haiti, Nicaragua and Sudan are breathing sighs of relief: For now, they c… https://t.co/TbVpQZbjju",@nytimes
407,-0.1027,Fri Oct 05 05:30:04 +0000 2018,0.938,0.062,0.0,8,"“Once you engineer a virus that spreads by insect, it is hard to imagine how you would ever control it,” one critic… https://t.co/xpFnEckok5",@nytimes
408,0.4019,Fri Oct 05 05:15:04 +0000 2018,0.791,0.065,0.144,9,"In 2015, Leon Lederman, a Nobel Prize-winning physicist, had to sell his medal for $765,000 to pay medical bills https://t.co/YYmtoEoEP8",@nytimes
409,0.0,Fri Oct 05 05:02:03 +0000 2018,1.0,0.0,0.0,10,RT @amyyqin: In what other job would eating everything in sight at a Taiwanese night market be considered work? #lovemyjob My story on Q te…,@nytimes
410,0.4939,Fri Oct 05 04:47:02 +0000 2018,0.802,0.0,0.198,11,"“What they have shown is that certain journals, and perhaps to an extent certain fields, can’t distinguish between… https://t.co/2dLV5YQnPp",@nytimes
411,-0.296,Fri Oct 05 04:32:02 +0000 2018,0.919,0.081,0.0,12,"RT @nytopinion: Only by voting no, by asking Trump to send someone else for it to consider, can the Senate pass its test of institutional c…",@nytimes
412,-0.4939,Fri Oct 05 04:17:01 +0000 2018,0.811,0.189,0.0,13,President Trump mocked former Senator Al Franken for folding “like a wet rag” and quickly resigning last year in th… https://t.co/aZpFHG8XsN,@nytimes
413,0.7717,Fri Oct 05 04:02:05 +0000 2018,0.641,0.078,0.281,14,"Mia Love, the only black Republican woman in Congress, won her last election by nearly 13 points. But Democrats see… https://t.co/1uHAZTCY4e",@nytimes
414,0.1779,Fri Oct 05 03:47:01 +0000 2018,0.733,0.115,0.152,15,"In Opinion

Daniel Willingham writes: ""There’s no good scientific evidence that learning styles actually exist."" https://t.co/TwvXDRfPZQ",@nytimes
415,0.0,Fri Oct 05 03:32:01 +0000 2018,1.0,0.0,0.0,16,Judge Brett Kavanaugh’s op-ed in The Wall Street Journal appeared to be aimed at a handful of lawmakers who remaine… https://t.co/wsA0ikocCF,@nytimes
416,0.4215,Fri Oct 05 03:17:04 +0000 2018,0.882,0.0,0.118,17,"RT @NYTObits: When a deadly blizzard hit Nebraska in 1888, a teacher used quick thinking to get her students to safety. Read Minnie Freeman…",@nytimes
417,0.7906,Fri Oct 05 03:02:05 +0000 2018,0.731,0.0,0.269,18,"In an unusual rebuke from a former member of the Supreme Court, Justice John Paul Stevens said that Judge Brett Kav… https://t.co/dg2RyXPdH5",@nytimes
418,0.6833,Fri Oct 05 02:51:03 +0000 2018,0.796,0.0,0.204,19,RT @jakesilverstein: Rollout of @NYTmag Culture Issue continues today with this beautiful profile of @BarryJenkins by @angelaflournoy (w/ p…,@nytimes
419,0.0772,Fri Oct 05 02:47:04 +0000 2018,0.933,0.0,0.067,20,"10 women are running for New York’s State Senate against another female candidate, the highest number of two-woman… https://t.co/swlyIMETem",@nytimes
420,0.0,Fri Oct 05 02:30:06 +0000 2018,1.0,0.0,0.0,21,"Senator Orrin Hatch, shielded by aides, waved a protester off, telling her and others that he would talk to them “w… https://t.co/JCbZ8RVl0L",@nytimes
421,0.1774,Fri Oct 05 02:17:02 +0000 2018,0.705,0.112,0.183,22,"RT @nytopinion: There is clear, substantial evidence that Brett Kavanaugh has not been honest throughout his confirmation process. But cons…",@nytimes
422,0.1779,Fri Oct 05 02:02:01 +0000 2018,0.898,0.0,0.102,23,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/p92EDjjX2w,@nytimes
423,0.0772,Fri Oct 05 01:47:02 +0000 2018,0.796,0.095,0.109,24,Elon Musk took to Twitter less than a week after settling the Securities and Exchange Commission's lawsuit against… https://t.co/kzBve0527a,@nytimes
424,0.0,Fri Oct 05 01:33:03 +0000 2018,1.0,0.0,0.0,25,RT @jwpetersNYT: “This is a dry run for the impeachment.” The right tries to keep the base on edge over Kavanaugh. But does it last if he g…,@nytimes
425,-0.5423,Fri Oct 05 01:24:02 +0000 2018,0.757,0.243,0.0,26,"Osaka, Japan, officially severed a sister-city partnership with San Francisco in protest of a “comfort women” monum… https://t.co/u1B7GYe3ec",@nytimes
426,0.6908,Fri Oct 05 01:11:06 +0000 2018,0.787,0.0,0.213,27,"RT @shamblanderson: I hung out for 2 days on the set of my favorite TV show, @nbcthegoodplace, and left liking it even more. I wrote about…",@nytimes
427,0.0,Fri Oct 05 01:02:05 +0000 2018,1.0,0.0,0.0,28,Evening Briefing: Here's what you need to know at the end of the day https://t.co/aTEwvgoVVx,@nytimes
428,-0.2263,Fri Oct 05 00:51:05 +0000 2018,0.888,0.112,0.0,29,"RT @hkbeech: When the earthquake came to Palu, Indonesia, entire neighborhoods disappeared under a bubbling sludge. https://t.co/POrBkxJecM",@nytimes
429,0.2263,Fri Oct 05 00:48:47 +0000 2018,0.881,0.0,0.119,30,Here's a list of early voting dates for the states that allow it [corrected typo] https://t.co/8MImT5BwcA,@nytimes
430,0.0,Fri Oct 05 00:32:03 +0000 2018,1.0,0.0,0.0,31,New York City officials said that they had joined state regulators in examining whether President Trump and his fam… https://t.co/epk9F9w9J8,@nytimes
431,0.5859,Fri Oct 05 00:24:05 +0000 2018,0.847,0.0,0.153,32,RT @PamelaPaulNYT: Everything about this cover brings me joy. Just wait ‘til you read ⁦@StephenKing⁩’s review. Just wait ‘til you read Tana…,@nytimes
432,-0.34,Fri Oct 05 00:17:04 +0000 2018,0.87,0.13,0.0,33,"A New Jersey Transit train leaving Manhattan derailed entering a tunnel under the Hudson River on Thursday evening,… https://t.co/gtGkuWrOPn",@nytimes
433,0.34,Fri Oct 05 00:02:05 +0000 2018,0.897,0.0,0.103,34,It was the political equivalent of throwing an interception on the opening play of the game. A look at efforts to r… https://t.co/AuPjeKUxUl,@nytimes
434,-0.1027,Thu Oct 04 23:47:05 +0000 2018,0.915,0.085,0.0,35,"The FBI investigation into Kavanaugh has ended. Here’s who was questioned, and who was not. https://t.co/6joKrA4TnW",@nytimes
435,0.0,Thu Oct 04 23:17:04 +0000 2018,1.0,0.0,0.0,36,RT @lauriegnyt: Americans used to vote at much higher rates - as high as 80% even in midterms. What changed? A big-picture look at our aili…,@nytimes
436,0.0,Thu Oct 04 23:06:06 +0000 2018,1.0,0.0,0.0,37,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6hstvvVAwq,@nytimes
437,0.4522,Thu Oct 04 22:51:03 +0000 2018,0.871,0.0,0.129,38,It’s been called the most debauched outdoor party in Australia. But behind the drunken antics at the Deni Ute Muste… https://t.co/YKU6HFRhfp,@nytimes
438,-0.4404,Thu Oct 04 22:37:04 +0000 2018,0.879,0.121,0.0,39,"""When you invest in a black woman, she brings her house, her block, her church and her story,"" said Glynda C. Carr,… https://t.co/FMofIlt11i",@nytimes
439,0.7351,Thu Oct 04 22:33:04 +0000 2018,0.721,0.0,0.279,40,"This Greek-style broiled shrimp dish is ready in just 10 minutes, making it the perfect weeknight recipe https://t.co/dIkLqEQzM9",@nytimes
440,-0.4767,Thu Oct 04 22:20:51 +0000 2018,0.86,0.14,0.0,41,"At age 11, Lorena Barnum Sabbs tried to integrate a theater. She was arrested and locked in the Leesburg Stockade.… https://t.co/OJqVcLRIsc",@nytimes
441,-0.4939,Thu Oct 04 22:15:40 +0000 2018,0.856,0.144,0.0,42,"Kayla and Kiana Blaine in Tallahassee, Florida, are fueled by a protectiveness and fear about the fate of black men… https://t.co/pimtyL5RDb",@nytimes
442,0.0,Thu Oct 04 22:10:34 +0000 2018,1.0,0.0,0.0,43,"Kewyata Dice works as a nursing assistant in Americus, Georgia. She sat out the 2014 and 2016 elections, but has pr… https://t.co/xDTl9e7Jbx",@nytimes
443,-0.481,Thu Oct 04 22:05:33 +0000 2018,0.87,0.13,0.0,44,"""We're trying to stir up the spirits of the folks who’ve been turned off this damn process."" — LaTosha Brown, in Gr… https://t.co/zWuALjm8yM",@nytimes
444,0.4215,Thu Oct 04 22:01:08 +0000 2018,0.685,0.101,0.214,45,"The women are mobilizing in conservative states and districts, hoping to pull off upsets like Doug Jones’s Senate v… https://t.co/v77msLedx4",@nytimes
445,0.0,Thu Oct 04 21:55:37 +0000 2018,1.0,0.0,0.0,46,"RT @maggieNYT: MAGA, Minnesota edition https://t.co/0BOuCY2FoL",@nytimes
446,-0.5574,Thu Oct 04 21:53:02 +0000 2018,0.874,0.126,0.0,47,"RT @NYTArchives: The singer Janis Joplin died on this day in 1970. The Times' obituary for her said she ""sang with more than her voice. Her…",@nytimes
447,0.0772,Thu Oct 04 21:41:00 +0000 2018,0.939,0.0,0.061,48,"“I want to apologize,” the Facebook executive Joel Kaplan wrote last Friday in a note to staff. “I recognize this m… https://t.co/JVd8V3Elkh",@nytimes
448,-0.3612,Thu Oct 04 21:31:04 +0000 2018,0.878,0.122,0.0,49,A Facebook executive's presence at last week's Kavanaugh hearing set off turmoil at the company. Its effort to stem… https://t.co/Rajk8Q8KWi,@nytimes
449,0.4019,Thu Oct 04 21:21:52 +0000 2018,0.895,0.0,0.105,50,"RT @MikeIsaac: For the past week, Facebook employees have been in open internal revolt over a FB VP appearing in support of Judge Brett Kav…",@nytimes
450,0.0,Thu Oct 04 21:15:03 +0000 2018,1.0,0.0,0.0,51,"Dave Anderson, a sports columnist for The New York Times for more than 3 decades and the recipient of a Pulitzer Pr… https://t.co/sQjsuTmNM2",@nytimes
451,0.3197,Thu Oct 04 21:13:05 +0000 2018,0.83,0.06,0.109,52,RT @JohnBranchNYT: So sorry to learn of the passing of longtime @NYTSports columnist Dave Anderson. He truly might be the only person in th…,@nytimes
452,0.4939,Thu Oct 04 21:07:56 +0000 2018,0.63,0.122,0.248,53,"Rev. Dr. William J. Barber II, a pastor and 2018 MacArthur ‘genius’ grant winner, is resurrecting the Poor People’s… https://t.co/jIblrVKzQ9",@nytimes
453,0.6801,Thu Oct 04 20:50:04 +0000 2018,0.763,0.0,0.237,54,RT @gabrieldance: one thing that was particularly interesting about Fred and Donald’s relationship: Fred always let Donald take credit for…,@nytimes
454,0.34,Thu Oct 04 20:45:07 +0000 2018,0.906,0.0,0.094,55,"“I’m not directing them. They are just giving me this thing. And sometimes you can look at an actor and see, Oh, th… https://t.co/qtsBoKmsRy",@nytimes
455,-0.5719,Thu Oct 04 20:30:06 +0000 2018,0.793,0.207,0.0,56,RT @jwherrman: I’d argue we’ve lost track of what kind of company Apple is. And maybe Apple has too https://t.co/uYv65BCaxL,@nytimes
456,-0.5859,Thu Oct 04 20:15:03 +0000 2018,0.769,0.231,0.0,57,"Kennedy Airport has long been a mess, with its disjointed terminals and countless delays. Now, officials have a $13… https://t.co/gAAy2RIr7O",@nytimes
457,0.3612,Thu Oct 04 20:00:12 +0000 2018,0.898,0.0,0.102,58,"47% of voters who approve of President Trump say they feel like strangers in their own country.
44% of voters who d… https://t.co/pffsXyBwHT",@nytimes
458,0.2023,Thu Oct 04 19:50:03 +0000 2018,0.904,0.0,0.096,59,Looking to stay on top of the news about Brett Kavanaugh and the FBI investigation? Start here. https://t.co/t0v3Twgazu,@nytimes
459,0.0,Thu Oct 04 19:35:06 +0000 2018,1.0,0.0,0.0,60,"Yer a museum exhibit, Harry
https://t.co/c500QvytUJ",@nytimes
460,0.6249,Thu Oct 04 19:30:03 +0000 2018,0.823,0.0,0.177,61,"RT @Emily_Baum: Today in ""possibly awesome, possibly biological warfare"": The Pentagon is working to engineer a system in which billions of…",@nytimes
461,-0.2023,Thu Oct 04 19:15:04 +0000 2018,0.909,0.091,0.0,62,"In Opinion,

Maria Gallagher, one of the protestors who confronted Senator Jeff Flake in the elevator, writes, “Rec… https://t.co/H1jiH2MvJg",@nytimes
462,-0.4019,Thu Oct 04 19:00:11 +0000 2018,0.881,0.119,0.0,63,"On Thursday, closing arguments were made in the case of the shooting of Laquan McDonald, a black teenager who was s… https://t.co/lxM6K3audn",@nytimes
463,0.2263,Thu Oct 04 18:50:03 +0000 2018,0.773,0.092,0.135,64,"The Brooklyn-Queens Expressway, a detested but vital highway in New York, is falling apart and a 1.5-mile stretch o… https://t.co/2lOm7xkG3K",@nytimes
464,0.4588,Thu Oct 04 18:40:10 +0000 2018,0.766,0.08,0.153,65,RT @julieturkewitz: Mia Love is the daughter of Haitian immigrants. She was the first black Republican woman elected to Congress. She has s…,@nytimes
465,0.0762,Thu Oct 04 18:34:06 +0000 2018,0.939,0.0,0.061,66,RT @karenyourish: Many who could have shed light on the allegations against Judge Kavanaugh were not questioned by the F.B.I. w/@TroyEricG…,@nytimes
466,-0.4939,Thu Oct 04 18:25:06 +0000 2018,0.849,0.151,0.0,67,"The Neanderthals probably infected modern humans with viruses, perhaps even an ancient form of HIV. But our extinct… https://t.co/2XvK2XTfco",@nytimes
467,0.0,Thu Oct 04 18:10:07 +0000 2018,1.0,0.0,0.0,68,Lindsey Graham has been one of the biggest proponents of President Trump’s crackdown on China. But behind the scene… https://t.co/kAXPQkULEY,@nytimes
468,-0.4215,Thu Oct 04 18:00:12 +0000 2018,0.887,0.113,0.0,69,"RT @halophoenix: Need some juice, but no time to charge your phone? @WhitsonGordon explains the fastest way to charge your phone, today in…",@nytimes
469,0.0,Thu Oct 04 17:45:07 +0000 2018,1.0,0.0,0.0,70,Lawmakers reviewed the FBI’s findings from an inquiry into Judge Brett Kavanaugh’s background. Here’s what senators… https://t.co/6QZO552Uhs,@nytimes
470,0.0,Thu Oct 04 17:35:03 +0000 2018,1.0,0.0,0.0,71,"RT @Nate_Cohn: Minnesota 2, probably final. Craig (D) 51, Lewis (R, inc) 39
This seat was already thought to lean Democratic, but there's n…",@nytimes
471,-0.6124,Thu Oct 04 17:25:05 +0000 2018,0.625,0.279,0.096,72,Broken friendships. Lost teeth. There’s no one right way to grow up. So here are stories from people making mistake… https://t.co/1bsI9lL2Lk,@nytimes
472,-0.1779,Thu Oct 04 17:10:06 +0000 2018,0.769,0.13,0.101,73,"He was miserable working at a law firm. So he decided to pursue comedy. A writer for the TV show ""Superstore"" share… https://t.co/qeQj06W40i",@nytimes
473,0.34,Thu Oct 04 17:00:12 +0000 2018,0.893,0.0,0.107,74,"RT @MichaelPaulson: Hillary Clinton is coming to Broadway. As a character in a play. Here comes ""Hillary and Clinton,"" by Lucas Hnath, star…",@nytimes
474,0.5719,Thu Oct 04 16:50:07 +0000 2018,0.837,0.0,0.163,75,"36 Hours in Nashville: Flourishing art and food scenes, and musical venues that celebrate new voices are just a few… https://t.co/MFLRYUn0x8",@nytimes
475,0.0,Thu Oct 04 16:45:05 +0000 2018,1.0,0.0,0.0,76,A new way to keep up with the 2018 campaign: Sign up to get messages from a Times political reporter. He’ll even ta… https://t.co/PKoBMv4jEC,@nytimes
476,0.6808,Thu Oct 04 16:32:50 +0000 2018,0.641,0.0,0.359,77,See the full list of the MacArthur “Genius” Grant winners here:  https://t.co/AmAzQON1fA,@nytimes
477,0.6808,Thu Oct 04 16:30:03 +0000 2018,0.728,0.0,0.272,78,"Meet the new MacArthur “genius” grant winners. The 25 recipients — scientists, artists, a lawyer and a journalist —… https://t.co/O4SoUkxZEL",@nytimes
478,0.2263,Thu Oct 04 16:17:38 +0000 2018,0.773,0.092,0.135,79,Breaking News: 2 undecided GOP senators suggested they were satisfied with the FBI report on Brett Kavanaugh. Democ… https://t.co/VIBbVjUdDJ,@nytimes
479,0.7964,Thu Oct 04 16:02:13 +0000 2018,0.717,0.0,0.283,80,"NBC gave Michael Schur total freedom. So the TV impresario made ""The Good Place,"" a sitcom that's also a profound w… https://t.co/aPANEleDon",@nytimes
480,0.4854,Thu Oct 04 15:55:03 +0000 2018,0.804,0.0,0.196,81,"Barnes &amp; Noble announced that is considering putting itself up for sale, again. Shareholders are delighted but find… https://t.co/V90Zo8cfq7",@nytimes
481,0.296,Thu Oct 04 15:25:05 +0000 2018,0.763,0.095,0.141,82,"RT @panphil: “It’s difficult to explain what Q means exactly,” says one teahouse manager. But ⁦@amyyqin⁩ explains it in all its delicious g…",@nytimes
482,0.4939,Thu Oct 04 15:10:07 +0000 2018,0.856,0.0,0.144,83,"As senators read FBI interview transcripts, the White House is confident that the new background check on Judge Bre… https://t.co/BZBegmkDQD",@nytimes
483,-0.0,Thu Oct 04 15:00:13 +0000 2018,0.744,0.107,0.149,84,RT @nytgraphics: A map of where China’s retaliatory tariffs threaten American jobs looks a lot like one that shows where voters backed Pres…,@nytimes
484,0.4939,Thu Oct 04 14:45:08 +0000 2018,0.826,0.0,0.174,85,"By the Book: If you want a book to better understand America, Andre Dubus III, the author of “Gone So Long,” says,… https://t.co/m196cMr18r",@nytimes
485,0.0,Thu Oct 04 14:34:27 +0000 2018,1.0,0.0,0.0,86,"RT @ScottShaneNYT: 3/ And according to the estimable @DarrenLinvill of Clemson University, it was then retweeted by 26 other Russian accoun…",@nytimes
486,0.0,Thu Oct 04 14:34:10 +0000 2018,1.0,0.0,0.0,87,"RT @ScottShaneNYT: 2/ Turns out that on December 19, 2016, the day the Electoral College confirmed Trump's victory, one of the Internet Res…",@nytimes
487,0.128,Thu Oct 04 14:33:50 +0000 2018,0.717,0.131,0.152,88,RT @ScottShaneNYT: 1/ Here's a remarkable update to the reconstruction of the Russian 2016 election attack I wrote with @MarkMazzettiNYT tw…,@nytimes
488,-0.5106,Thu Oct 04 14:31:06 +0000 2018,0.739,0.187,0.074,89,"Breaking News: Russian officers launched cyberattacks on inquiries into Russian doping, an ex-spy’s poisoning and t… https://t.co/SlJLclQyXO",@nytimes
489,0.0,Thu Oct 04 14:30:13 +0000 2018,1.0,0.0,0.0,90,"In a video, Emmanuel Macron was seen as lecturing an out-of-work gardener to look harder for a job. ""If I crossed t… https://t.co/AENktC7iSM",@nytimes
490,-0.8957,Thu Oct 04 14:15:07 +0000 2018,0.59,0.41,0.0,91,"RT @MarkLandler: Tensions with China are about to get worse: Mike Pence to deliver a blistering assault on Chinese aggression, predatory lo…",@nytimes
491,0.0,Thu Oct 04 14:00:10 +0000 2018,1.0,0.0,0.0,92,"RT @mikiebarb: On today’s Daily: the meaning and scope of the FBI investigation into Kavanaugh, which Senators will review this morning — a…",@nytimes
492,-0.34,Thu Oct 04 13:44:02 +0000 2018,0.882,0.118,0.0,93,Jimmy Kimmel's show paused multiple times as an alarm blared and faux presidential alerts flashed across the screen… https://t.co/Ioxsw7BWje,@nytimes
493,0.0,Thu Oct 04 13:30:16 +0000 2018,1.0,0.0,0.0,94,"""Too often, when 'alternative medicine' is used instead of standard medical treatments, it delays the use of remedi… https://t.co/t8xD9NeSzW",@nytimes
494,0.0,Thu Oct 04 13:22:05 +0000 2018,1.0,0.0,0.0,95,"The most famous faces of the ’90s returned to the runways, bike shorts are here to stay — and the beach was every d… https://t.co/TwGULOxKmp",@nytimes
495,0.1354,Thu Oct 04 13:14:43 +0000 2018,0.806,0.085,0.109,96,"Trump has insisted that his father provided almost no financial help.

Our investigation, based on a trove of tax r… https://t.co/c2h6iiHS5a",@nytimes
496,0.0772,Thu Oct 04 13:11:03 +0000 2018,0.929,0.0,0.071,97,"On Wednesday, some Senate Republicans were stepping up their efforts to challenge the credibility of Dr. Christine… https://t.co/JT61eZgxG7",@nytimes
497,0.0,Thu Oct 04 13:00:09 +0000 2018,1.0,0.0,0.0,98,Morning Briefing: Here's what you need to know to start your day https://t.co/v1iATGfjEm,@nytimes
498,0.0,Thu Oct 04 12:44:02 +0000 2018,1.0,0.0,0.0,99,"RT @stavernise: The last time half of eligible voters showed up in a midterm was 1914. Here is why.
https://t.co/8iYE3r1ix6",@nytimes
499,-0.3818,Thu Oct 04 12:30:04 +0000 2018,0.732,0.167,0.102,100,"A white mob rampaged through a wealthy black business district in Tulsa in 1921, in a spate of violence that left u… https://t.co/IBegxKtnbQ",@nytimes
